# Logger type: CL2000
# HW rev: 8.2x
# FW rev: 5.86
# Logger ID: id0001
# Session No.: 139
# Split No.: 1
# Time: 20250130T170357
# Value separator: ";"
# Time format: 4
# Time separator: ""
# Time separator ms: ""
# Date separator: ""
# Time and date separator: "T"
# Bit-rate: 500000
# Silent mode: false
# Cyclic mode: false
Timestamp;Type;ID;Data
30T170358231;0;65e;0000000000000000
30T170358237;0;752;0000000000000000
30T170358240;1;6e0;0000000000000000
30T170358240;1;5e0;0000000001000000
30T170358241;0;65d;0000000000000000
30T170358241;0;65e;0000000000000000
30T170358250;0;65d;0000000000000000
30T170358250;0;65e;0000000000000000
30T170358250;0;751;0000000201000000
30T170358250;1;6e0;0000000000000000
30T170358251;1;5e0;0000000001000000
30T170358260;0;65d;0000000000000000
30T170358260;1;6e0;0000000000000000
30T170358260;1;5e0;0000000001000000
30T170358260;0;65e;0000000000000000
30T170358269;0;65d;0000000000000000
30T170358270;0;65e;0000000000000000
30T170358270;0;752;0000000000000000
30T170358270;1;6e0;0000000000000000
30T170358271;1;5e0;0000000001000000
30T170358279;0;65d;0000000000000000
30T170358280;0;65e;0000000000000000
30T170358280;1;6e0;0000000000000000
30T170358280;1;5e0;0000000001000000
30T170358289;0;65d;0000000000000000
30T170358290;0;65e;0000000000000000
30T170358290;1;6e0;0000000000000000
30T170358290;1;5e0;0000000001000000
30T170358299;0;65d;0000000000000000
30T170358299;0;65e;0000000000000000
30T170358300;0;751;0000000201000000
30T170358300;1;6e0;0000000000000000
30T170358300;1;5e0;0000000001000000
30T170358303;0;752;0000000000000000
30T170358309;0;65d;0000000000000000
30T170358310;1;6e0;0000000000000000
30T170358310;1;5e0;0000000001000000
30T170358311;0;65e;0000000000000000
30T170358319;0;65d;0000000000000000
30T170358319;0;65e;0000000000000000
30T170358320;1;6e0;0000000000000000
30T170358320;1;5e0;0000000001000000
30T170358329;0;65d;0000000000000000
30T170358329;0;65e;0000000000000000
30T170358330;1;6e0;0000000000000000
30T170358330;1;5e0;0000000001000000
30T170358335;0;752;0000000000000000
30T170358339;0;65d;0000000000000000
30T170358339;0;65e;0000000000000000
30T170358340;1;6e0;0000000000000000
30T170358340;1;5e0;0000000001000000
30T170358349;0;65d;0000000000000000
30T170358349;0;65e;0000000000000000
30T170358349;0;751;0000000201000001
30T170358350;1;6e0;0000000000000000
30T170358350;1;5e0;0000000001000000
